ENS_MOUSE	GC	LENGTH
ENSMUSG00000084969	50.06	428
ENSMUSG00000087537	37.57	834
ENSMUSG00000096985	59.74	389
ENSMUSG00000058571	40.43	16774
ENSMUSG00000038691	40.44	841
ENSMUSG00000089806	52.98	435
ENSMUSG00000042514	40.62	8424
ENSMUSG00000094200	48.4	999
ENSMUSG00000092557	52.99	384
ENSMUSG00000086474	47.94	2109
ENSMUSG00000073415	47.46	2198
ENSMUSG00000071481	48.72	1017
ENSMUSG00000087100	48.59	450
ENSMUSG00000083797	46.39	165
ENSMUSG00000082327	36.88	159
ENSMUSG00000087409	45.77	627
ENSMUSG00000055480	38.63	3484
ENSMUSG00000043605	47.53	1053
ENSMUSG00000092241	51.53	782
ENSMUSG00000083529	46.48	1560
ENSMUSG00000083793	53.98	614
ENSMUSG00000024039	51.33	11091
ENSMUSG00000081320	46.13	348
ENSMUSG00000049008	49	4013
ENSMUSG00000096519	35.27	665
ENSMUSG00000085949	49.12	428
ENSMUSG00000048693	48.51	941
ENSMUSG00000085905	48.67	1781
ENSMUSG00000091061	36.52	1118
ENSMUSG00000096158	47.75	422
ENSMUSG00000055341	39.71	2113
ENSMUSG00000092123	45.61	56
ENSMUSG00000090936	46.42	1553
ENSMUSG00000046675	42.82	3367
ENSMUSG00000038257	35.92	5438
ENSMUSG00000026659	43.69	8137
ENSMUSG00000000791	52.9	2857
ENSMUSG00000068417	45.23	1366
ENSMUSG00000021815	40.94	1822
ENSMUSG00000059411	48.58	1055
ENSMUSG00000086076	45.78	522
ENSMUSG00000032134	40.36	1026
ENSMUSG00000029596	51.28	3117
ENSMUSG00000021357	41.06	8567
ENSMUSG00000095970	63.17	800
ENSMUSG00000090628	42.09	1365
ENSMUSG00000091288	35.07	669
ENSMUSG00000087633	48.75	2144
ENSMUSG00000069584	60.36	332
ENSMUSG00000004040	46.51	23492
ENSMUSG00000061210	48.06	1058
ENSMUSG00000091462	43.99	4640
ENSMUSG00000027611	51.09	4273
ENSMUSG00000063661	50.77	2156
ENSMUSG00000074564	34.68	664
ENSMUSG00000081344	52.26	435
ENSMUSG00000086786	43.39	1087
ENSMUSG00000090449	46.32	1400
ENSMUSG00000081728	45.86	651
ENSMUSG00000021872	46.24	3147
ENSMUSG00000082820	42.13	805
ENSMUSG00000098209	49.9	985
ENSMUSG00000054141	46.02	1053
ENSMUSG00000035845	49.37	6613
ENSMUSG00000083275	44.12	1173
ENSMUSG00000091668	48.15	242
ENSMUSG00000092444	54.08	1253
ENSMUSG00000085962	43.05	1868
ENSMUSG00000080695	49.44	974
ENSMUSG00000024306	38.28	6268
ENSMUSG00000078116	38.13	938
ENSMUSG00000044515	53.85	596
ENSMUSG00000052382	41.19	1187
ENSMUSG00000002910	55.02	2321
ENSMUSG00000092596	57.05	196
ENSMUSG00000083668	57.03	1586
ENSMUSG00000026153	38.35	6446
ENSMUSG00000042962	52.02	641
ENSMUSG00000083699	38.95	451
ENSMUSG00000083395	53.85	740
ENSMUSG00000059648	48.25	712
ENSMUSG00000051414	39.23	965
ENSMUSG00000050132	49.25	12812
ENSMUSG00000024749	39.42	4052
ENSMUSG00000082590	36.02	542
ENSMUSG00000020422	47.65	12323
ENSMUSG00000022129	43.9	2253
ENSMUSG00000045546	50.72	1381
ENSMUSG00000068407	48.07	544
ENSMUSG00000062868	38.71	947
ENSMUSG00000084054	36.49	1117
ENSMUSG00000082252	36.05	146
ENSMUSG00000041712	43.81	3236
ENSMUSG00000087442	56.76	551
ENSMUSG00000096968	57.28	816
ENSMUSG00000043085	56.79	7030
ENSMUSG00000092006	48.21	569
ENSMUSG00000057842	39.2	12395
ENSMUSG00000035932	51.86	1131
ENSMUSG00000084110	44.27	1297
ENSMUSG00000087382	49.19	6087
ENSMUSG00000086507	47.39	981
ENSMUSG00000082840	39.63	1556
ENSMUSG00000095547	35.02	2017
ENSMUSG00000004359	43.28	6033
ENSMUSG00000033542	44.49	18234
ENSMUSG00000079645	39.34	689
ENSMUSG00000081095	40.2	203
ENSMUSG00000021876	44.68	3337
ENSMUSG00000080721	49.24	131
ENSMUSG00000085078	50.85	792
ENSMUSG00000020828	49.58	12860
ENSMUSG00000083537	47.02	335
ENSMUSG00000093629	47.98	1131
ENSMUSG00000081015	48.08	103
ENSMUSG00000002908	54.42	4043
ENSMUSG00000083883	50.45	443
ENSMUSG00000070524	51.76	1278
ENSMUSG00000081663	50.97	413
ENSMUSG00000080802	41.86	171
ENSMUSG00000072115	44.66	1891
ENSMUSG00000086452	36.96	302
ENSMUSG00000029597	53.11	2129
ENSMUSG00000091942	56.86	458
ENSMUSG00000094012	54.97	552
ENSMUSG00000066914	33.6	440
ENSMUSG00000083490	35.39	492
ENSMUSG00000080868	56.52	114
ENSMUSG00000040740	55.16	2665
ENSMUSG00000094146	60.61	362
ENSMUSG00000086703	45.33	1149
ENSMUSG00000095005	40.81	1146
ENSMUSG00000092438	54.55	802
ENSMUSG00000095957	39.72	938
ENSMUSG00000024750	39.34	9432
ENSMUSG00000069583	55.74	670
ENSMUSG00000084776	45.48	568
ENSMUSG00000095525	40.36	938
ENSMUSG00000096421	62.26	362
ENSMUSG00000090475	40.62	767
ENSMUSG00000082862	39.38	324
ENSMUSG00000086693	44.45	1799
ENSMUSG00000096362	49.75	401
ENSMUSG00000020612	44.61	8484
ENSMUSG00000094120	64.07	692
ENSMUSG00000045204	37.71	935
ENSMUSG00000085759	49.26	586
ENSMUSG00000032534	42.45	12794
ENSMUSG00000094288	40.53	1146
ENSMUSG00000089710	41.87	677
ENSMUSG00000095817	63.2	692
ENSMUSG00000030771	46.53	9638
ENSMUSG00000059303	38.64	954
ENSMUSG00000095186	35.41	676
ENSMUSG00000022034	38.9	4343
ENSMUSG00000085276	47.92	888
ENSMUSG00000040482	60	9004
ENSMUSG00000020887	58.64	2301
ENSMUSG00000095277	49.5	401
ENSMUSG00000095593	63.64	692
ENSMUSG00000039693	47.06	5942
ENSMUSG00000084313	49.04	594
ENSMUSG00000090135	41.5	659
ENSMUSG00000096481	63.49	692
ENSMUSG00000087202	47.2	2538
ENSMUSG00000007721	55.41	906
ENSMUSG00000085536	40.51	1151
ENSMUSG00000021816	35.27	14502
ENSMUSG00000031461	45.83	10641
ENSMUSG00000095721	63.85	710
ENSMUSG00000050856	54.11	927
ENSMUSG00000089815	45.33	2289
ENSMUSG00000093796	49.25	401
ENSMUSG00000082347	47.25	399
ENSMUSG00000037152	43.92	2025
ENSMUSG00000096380	61.18	746
ENSMUSG00000087369	38.65	3971
ENSMUSG00000029736	49.21	4032
ENSMUSG00000098107	44.23	276
ENSMUSG00000045215	38.96	27069
ENSMUSG00000086948	40.3	644
ENSMUSG00000094913	63.91	653
ENSMUSG00000000792	54.85	2913
ENSMUSG00000031613	36.94	1712
ENSMUSG00000098124	44.18	979
ENSMUSG00000022035	44.8	2218
ENSMUSG00000096131	50.1	1313
ENSMUSG00000032119	47.63	2090
ENSMUSG00000048391	36.59	1106
ENSMUSG00000095846	43.69	221
ENSMUSG00000038421	45.84	5774
ENSMUSG00000008682	45.87	7614
ENSMUSG00000071217	38.39	2254
ENSMUSG00000098781	40.35	867
ENSMUSG00000049229	42.15	929
ENSMUSG00000034460	45.57	8626
ENSMUSG00000045128	56.06	1286
ENSMUSG00000082027	49.75	861
ENSMUSG00000061614	41.93	941
ENSMUSG00000034463	48.08	3399
ENSMUSG00000095891	34.59	5977
ENSMUSG00000087600	50.32	677
ENSMUSG00000003227	47.66	3625
ENSMUSG00000085130	45.58	917
ENSMUSG00000022130	45.01	2253
ENSMUSG00000060904	42.73	3262
ENSMUSG00000071207	55.05	860
ENSMUSG00000035048	47.63	402
ENSMUSG00000083455	46.72	258
ENSMUSG00000085004	41.37	217
ENSMUSG00000058692	38.64	941
ENSMUSG00000028917	52.05	10732
ENSMUSG00000054160	67.28	1723
ENSMUSG00000082192	63.64	230
ENSMUSG00000086971	45.14	599
ENSMUSG00000019261	55.78	3264
ENSMUSG00000059821	39.72	938
ENSMUSG00000083399	55.13	672
ENSMUSG00000080980	54.58	818
ENSMUSG00000082259	46.2	183
ENSMUSG00000069581	49.97	4575
ENSMUSG00000083754	50.79	1580
ENSMUSG00000052182	38.76	938
ENSMUSG00000084209	48.44	255
ENSMUSG00000074252	55.36	1632
ENSMUSG00000032120	52.94	4320
ENSMUSG00000090722	46.14	2374
ENSMUSG00000091388	39.14	190
ENSMUSG00000094535	39.35	947
ENSMUSG00000030770	46.48	14663
ENSMUSG00000098144	43.57	561
ENSMUSG00000086114	52.29	467
ENSMUSG00000091655	52.6	383
ENSMUSG00000087534	45.82	622
ENSMUSG00000078915	64.6	592
ENSMUSG00000021103	39.15	2497
ENSMUSG00000028777	37.58	1281
ENSMUSG00000016409	40.61	4731
ENSMUSG00000052625	39.4	938
ENSMUSG00000082435	47.27	786
ENSMUSG00000084996	47.77	680
ENSMUSG00000051160	41.5	917
ENSMUSG00000086689	44.99	756
ENSMUSG00000046634	44.13	14420
ENSMUSG00000092253	62.8	605
ENSMUSG00000017344	53.06	4481
ENSMUSG00000095667	40.72	947
ENSMUSG00000069796	47.72	2217
ENSMUSG00000034442	39.88	1664
ENSMUSG00000063273	38.25	6070
ENSMUSG00000094873	53.67	1346
ENSMUSG00000032123	47.38	1896
ENSMUSG00000064201	50.09	2604
ENSMUSG00000014444	53.71	29512
ENSMUSG00000096736	34.63	668
ENSMUSG00000079505	51.93	3120
ENSMUSG00000005687	42.77	10705
ENSMUSG00000091526	35.09	284
ENSMUSG00000041923	38.43	18418
ENSMUSG00000096201	35.42	1347
ENSMUSG00000091731	43.67	97
ENSMUSG00000021236	45.42	20240
ENSMUSG00000028053	40.84	11241
ENSMUSG00000013622	44.72	6305
ENSMUSG00000027244	44.29	10059
ENSMUSG00000040084	43.72	5255
ENSMUSG00000055413	54.15	2315
ENSMUSG00000035439	48.1	9920
ENSMUSG00000098136	49.85	1002
ENSMUSG00000020614	46.51	7214
ENSMUSG00000055897	47.28	25069
ENSMUSG00000040488	52.56	26707
ENSMUSG00000095203	53.67	1346
ENSMUSG00000041702	39.59	4286
ENSMUSG00000029176	40.75	11940
ENSMUSG00000022037	50.61	7954
ENSMUSG00000038215	38.67	6976
ENSMUSG00000042360	43.06	1198
ENSMUSG00000019088	43.98	5511
ENSMUSG00000098905	40.7	4672
ENSMUSG00000093614	51.66	210
ENSMUSG00000037990	44.74	10519
ENSMUSG00000020413	44.19	14853
ENSMUSG00000029598	53.96	10263
ENSMUSG00000095521	40.64	1146
ENSMUSG00000099122	40.68	4574
ENSMUSG00000026656	45.72	7744
ENSMUSG00000094015	49.5	401
ENSMUSG00000098692	41.29	773
ENSMUSG00000073779	53.44	2989
ENSMUSG00000027612	49.02	4942
ENSMUSG00000026147	40.87	8512
ENSMUSG00000043087	40.42	991
ENSMUSG00000081534	54.88	2934
ENSMUSG00000066389	49.47	377
ENSMUSG00000078995	40.03	4797
ENSMUSG00000098159	46.4	1003
ENSMUSG00000025899	37.61	5803
ENSMUSG00000057551	41.19	1818
ENSMUSG00000029999	47.94	4223
ENSMUSG00000083203	54.08	293
ENSMUSG00000096831	49.37	398
ENSMUSG00000028609	43.21	1167
ENSMUSG00000024302	40.38	7978
ENSMUSG00000043483	47.04	641
ENSMUSG00000095420	40.58	1146
ENSMUSG00000026834	40.01	15311
ENSMUSG00000083371	52.86	1102
ENSMUSG00000094678	40.86	929
ENSMUSG00000001103	53.34	2643
ENSMUSG00000022131	45.71	2868
ENSMUSG00000057497	47.31	1602
ENSMUSG00000094238	49.37	398
ENSMUSG00000044712	42.86	13138
ENSMUSG00000058659	34.74	1183
ENSMUSG00000027739	46.12	3163
ENSMUSG00000071195	65.04	637
ENSMUSG00000057278	43.43	346
ENSMUSG00000028455	50.88	8956
ENSMUSG00000096573	52.53	909
ENSMUSG00000027434	52.23	4181
ENSMUSG00000029490	51.15	2498
ENSMUSG00000061517	58.33	6890
ENSMUSG00000051652	55.18	4294
ENSMUSG00000037111	46.85	7911
ENSMUSG00000040675	44.81	11490
ENSMUSG00000051232	43.96	3449
ENSMUSG00000029998	47.26	6247
ENSMUSG00000057614	40.9	3185
ENSMUSG00000095448	40.65	929
ENSMUSG00000022973	41.2	29771
ENSMUSG00000078994	41.29	4141
ENSMUSG00000059089	44.9	1251
ENSMUSG00000049932	62.56	1356
ENSMUSG00000027613	48.51	5226
ENSMUSG00000040985	41.1	2362
ENSMUSG00000032531	52.92	23303
ENSMUSG00000066905	31.76	1217
ENSMUSG00000053545	53.96	473
ENSMUSG00000028347	43.85	8000
ENSMUSG00000063842	40.19	1034
ENSMUSG00000006585	55.83	2179
ENSMUSG00000029735	38.76	7212
ENSMUSG00000051118	30.73	2668
ENSMUSG00000051606	57.36	517
ENSMUSG00000097375	35.13	2299
ENSMUSG00000029072	54.77	3517
ENSMUSG00000037034	43.91	5620
ENSMUSG00000091460	54.78	386
ENSMUSG00000023272	53.75	1354
ENSMUSG00000086889	50.26	495
ENSMUSG00000050803	39.18	1076
ENSMUSG00000096252	39	1204
ENSMUSG00000069236	53.82	2015
ENSMUSG00000043319	47.36	474
ENSMUSG00000092109	45.01	610
ENSMUSG00000084062	46.91	711
ENSMUSG00000062582	43.97	347
ENSMUSG00000004677	49.85	9226
ENSMUSG00000035828	63.43	2413
ENSMUSG00000055320	46.34	32250
ENSMUSG00000019917	39.91	2529
ENSMUSG00000093419	49.4	250
ENSMUSG00000040978	44.63	2393
ENSMUSG00000081828	44.53	401
ENSMUSG00000085175	44.59	1336
ENSMUSG00000033623	43.89	11431
ENSMUSG00000051279	47.89	3530
ENSMUSG00000057315	41.56	23067
ENSMUSG00000001100	48.81	6225
ENSMUSG00000093465	47.84	3515
ENSMUSG00000032126	49.56	3102
ENSMUSG00000082660	51.99	880
ENSMUSG00000033731	47.14	1065
ENSMUSG00000029073	50.42	5754
ENSMUSG00000083112	41.51	382
ENSMUSG00000086058	59.29	1304
ENSMUSG00000039419	37.8	8917
ENSMUSG00000086327	45.42	571
ENSMUSG00000072884	44	2819
ENSMUSG00000059498	46.41	4498
ENSMUSG00000076430	46.5	1186
ENSMUSG00000059482	42.6	5807
ENSMUSG00000082726	52.71	828
ENSMUSG00000078515	45.74	9543
ENSMUSG00000024277	44.54	19295
ENSMUSG00000082419	54.22	497
ENSMUSG00000029649	49.14	728
ENSMUSG00000098188	45.2	4481
ENSMUSG00000044454	39.16	995
ENSMUSG00000004356	43.7	8769
ENSMUSG00000072621	42.58	6285
ENSMUSG00000044106	33.15	1130
ENSMUSG00000032849	46.56	5698
ENSMUSG00000087465	45.52	576
ENSMUSG00000082604	55.41	470
ENSMUSG00000058491	35.4	1015
ENSMUSG00000085417	47.52	2017
ENSMUSG00000092054	46.06	7983
ENSMUSG00000066899	40.49	935
ENSMUSG00000020407	46.06	6956
ENSMUSG00000092560	39.88	1533
ENSMUSG00000071337	39.77	39445
ENSMUSG00000061457	39.49	1146
ENSMUSG00000055632	52.08	22335
ENSMUSG00000074604	46.59	6010
ENSMUSG00000098132	55.58	3495
ENSMUSG00000087107	44.34	2315
ENSMUSG00000066897	36.89	1122
ENSMUSG00000085110	48.41	1661
ENSMUSG00000024276	40.19	5483
ENSMUSG00000098167	51.26	791
ENSMUSG00000090016	49.76	781
ENSMUSG00000092278	41.06	1692
ENSMUSG00000040003	39.15	15693
ENSMUSG00000086137	53.09	242
ENSMUSG00000024274	40.78	670
ENSMUSG00000082328	57.02	462
ENSMUSG00000059623	32.08	1096
ENSMUSG00000022388	47.12	8893
ENSMUSG00000086567	45.19	384
ENSMUSG00000025026	42.59	13297
ENSMUSG00000092198	46.3	509
ENSMUSG00000084949	46.7	1255
ENSMUSG00000081774	46.07	967
ENSMUSG00000049028	39.55	1061
ENSMUSG00000086097	52.34	255
ENSMUSG00000093516	55.86	492
ENSMUSG00000063281	43.05	3037
ENSMUSG00000029650	46.68	5848
ENSMUSG00000032127	47.93	3163
ENSMUSG00000092409	48.98	195
ENSMUSG00000066896	39.11	1154
ENSMUSG00000083306	43.88	293
ENSMUSG00000038206	38.16	5439
ENSMUSG00000047909	44.92	17072
ENSMUSG00000028608	47.61	14582
ENSMUSG00000029686	39.47	9829
ENSMUSG00000089832	51.33	13996
ENSMUSG00000087185	43.34	2388
ENSMUSG00000055116	47.41	2884
ENSMUSG00000085396	43.7	3270
ENSMUSG00000092389	48.14	287
ENSMUSG00000051469	42.24	7972
ENSMUSG00000045519	40.81	5407
ENSMUSG00000086867	49.46	714
ENSMUSG00000090152	40.63	346
ENSMUSG00000092219	49.3	731
ENSMUSG00000083161	42.42	1610
ENSMUSG00000093758	46.69	346
ENSMUSG00000002395	54.63	8884
ENSMUSG00000085938	46.42	1513
ENSMUSG00000039536	45.63	20838
ENSMUSG00000082543	48	474
ENSMUSG00000033014	37.94	8848
ENSMUSG00000093483	42.77	1936
ENSMUSG00000036551	43.85	1786
ENSMUSG00000020617	45.14	3521
ENSMUSG00000047989	46	4147
ENSMUSG00000093437	55.43	459
ENSMUSG00000025898	37.75	3935
ENSMUSG00000093579	45.18	842
ENSMUSG00000016427	44.55	416
ENSMUSG00000019916	41.47	9304
ENSMUSG00000090050	60.21	927
ENSMUSG00000026649	46.09	5404
ENSMUSG00000082556	42.47	856
ENSMUSG00000040356	54.58	21551
ENSMUSG00000095174	49.77	543
ENSMUSG00000082950	47.83	436
ENSMUSG00000063108	39.84	18999
ENSMUSG00000096751	51.24	3056
ENSMUSG00000040715	45.72	5277
ENSMUSG00000042678	51.71	19361
ENSMUSG00000085896	47.87	485
ENSMUSG00000036537	53.45	1217
ENSMUSG00000038193	56.44	2233
ENSMUSG00000027243	43.9	8530
ENSMUSG00000087335	45.36	1719
ENSMUSG00000094446	56.94	482
ENSMUSG00000086506	54.53	806
ENSMUSG00000051832	43.44	3497
ENSMUSG00000073243	45.87	813
ENSMUSG00000043541	46.3	12663
ENSMUSG00000069223	47.81	1397
ENSMUSG00000040706	49.85	1400
ENSMUSG00000006589	57.16	861
ENSMUSG00000081700	53.81	209
ENSMUSG00000074923	51.32	12120
ENSMUSG00000082519	43.97	654
ENSMUSG00000004668	40.03	20385
ENSMUSG00000021198	42.82	39860
ENSMUSG00000026141	39.58	12904
ENSMUSG00000089875	45.48	4313
ENSMUSG00000009995	47.46	22263
ENSMUSG00000031610	40.83	697
ENSMUSG00000092367	52.46	549
ENSMUSG00000071773	43.61	878
ENSMUSG00000096874	52.19	365
ENSMUSG00000038630	43.54	2788
ENSMUSG00000095905	47.25	272
ENSMUSG00000033615	46.62	2615
ENSMUSG00000038187	36.35	12860
ENSMUSG00000092600	46.38	490
ENSMUSG00000020594	36.71	45366
ENSMUSG00000059511	49.64	275
ENSMUSG00000031609	41.19	1174
ENSMUSG00000058281	44.97	438
ENSMUSG00000074868	47.45	743
ENSMUSG00000009292	49.71	27740
ENSMUSG00000092171	46.94	1472
ENSMUSG00000051827	41.08	1523
ENSMUSG00000015027	51.99	2571
ENSMUSG00000087032	42.33	2211
ENSMUSG00000090185	52.39	435
ENSMUSG00000022475	52.98	37105
ENSMUSG00000028378	44.16	2286
ENSMUSG00000000420	40.82	15818
ENSMUSG00000038587	45.54	6240
ENSMUSG00000074555	41.69	1054
ENSMUSG00000028348	45.43	2052
ENSMUSG00000058076	43.71	4269
ENSMUSG00000056257	43.88	1772
ENSMUSG00000086537	49.39	4582
ENSMUSG00000087443	54.43	782
ENSMUSG00000090863	57.41	3199
ENSMUSG00000090478	46.9	1092
ENSMUSG00000084998	50.07	2940
ENSMUSG00000015013	52.11	602
ENSMUSG00000083664	46.14	226
ENSMUSG00000038415	59.94	2800
ENSMUSG00000049832	48.21	827
ENSMUSG00000082641	42.94	360
ENSMUSG00000020620	40.24	12398
ENSMUSG00000086957	45	1052
ENSMUSG00000091775	49.43	260
ENSMUSG00000054717	45.61	2687
ENSMUSG00000059077	37.69	714
ENSMUSG00000062472	56.14	455
ENSMUSG00000092284	43.82	1058
ENSMUSG00000075327	48.59	5894
ENSMUSG00000038402	55.96	2361
ENSMUSG00000069867	56.5	1141
ENSMUSG00000084385	49.18	426
ENSMUSG00000087278	44.2	2226
ENSMUSG00000029651	45.51	18359
ENSMUSG00000032754	52	11251
ENSMUSG00000063446	40.49	8292
ENSMUSG00000022974	42.27	11442
ENSMUSG00000070794	43.47	1439
ENSMUSG00000026836	42.6	14777
ENSMUSG00000092604	48.45	485
ENSMUSG00000064043	48.11	4524
ENSMUSG00000092368	46.83	1109
ENSMUSG00000040697	48.66	7196
ENSMUSG00000056569	47.42	4020
ENSMUSG00000037025	58.64	5828
ENSMUSG00000024273	44.17	1035
ENSMUSG00000070972	43.62	10404
ENSMUSG00000034235	40.86	18255
ENSMUSG00000029034	45.69	8602
ENSMUSG00000083932	49.21	188
ENSMUSG00000029687	39.96	12818
ENSMUSG00000091355	49.51	642
ENSMUSG00000074647	51.94	3968
ENSMUSG00000046834	49.45	2436
ENSMUSG00000040446	41.81	4290
ENSMUSG00000081449	42.98	229
ENSMUSG00000030759	36.51	20349
ENSMUSG00000061613	48.21	965
ENSMUSG00000006362	53.73	12151
ENSMUSG00000062234	43.86	20440
ENSMUSG00000067736	41.08	296
ENSMUSG00000067594	49.11	2921
ENSMUSG00000050830	40.32	8815
ENSMUSG00000038370	46.61	1574
ENSMUSG00000002396	56.76	9432
ENSMUSG00000034450	49.09	2253
ENSMUSG00000024270	45.87	6292
ENSMUSG00000031608	43.56	10629
ENSMUSG00000011751	49.27	32957
ENSMUSG00000092062	47.6	749
ENSMUSG00000073725	41.16	5374
ENSMUSG00000074863	38.56	3442
ENSMUSG00000024041	55.38	1182
ENSMUSG00000020193	38.52	4240
ENSMUSG00000055560	41.62	3317
ENSMUSG00000078137	57.15	4860
ENSMUSG00000017999	49.92	7399
ENSMUSG00000019763	45.21	9233
ENSMUSG00000002393	59.82	6907
ENSMUSG00000017615	49.49	7474
ENSMUSG00000037014	49.72	3559
ENSMUSG00000081350	53.18	1116
ENSMUSG00000093812	47.62	927
ENSMUSG00000049969	43.76	3641
ENSMUSG00000028607	45.86	5838
ENSMUSG00000024042	53.92	4497
ENSMUSG00000096318	40.68	1145
ENSMUSG00000050295	53.93	3989
ENSMUSG00000024271	43.51	2767
ENSMUSG00000025025	46.73	14977
ENSMUSG00000093990	49.37	398
ENSMUSG00000081188	48.48	688
ENSMUSG00000020191	39.05	1825
ENSMUSG00000073862	45.06	485
ENSMUSG00000082968	38.38	197
ENSMUSG00000069601	44.2	114472
ENSMUSG00000092345	44.13	1291
ENSMUSG00000094675	40.68	1145
ENSMUSG00000096135	49.37	398
ENSMUSG00000080927	45.99	215
ENSMUSG00000038607	47.11	2269
ENSMUSG00000027849	47.99	22432
ENSMUSG00000090989	44.71	1212
ENSMUSG00000038372	39.47	4690
ENSMUSG00000046709	41.57	28433
ENSMUSG00000045854	51.03	1767
ENSMUSG00000041263	54.98	5667
ENSMUSG00000083163	43.06	143
ENSMUSG00000022039	42.98	2530
ENSMUSG00000081342	49.44	628
ENSMUSG00000035805	47.34	2987
ENSMUSG00000038156	44.26	9135
ENSMUSG00000085235	46.34	3034
ENSMUSG00000090466	43.57	1279
ENSMUSG00000062511	40.4	1440
ENSMUSG00000005677	50.51	14208
ENSMUSG00000095283	40.58	1146
ENSMUSG00000015016	51.91	2196
ENSMUSG00000034911	51.17	3536
ENSMUSG00000087211	50.24	1699
ENSMUSG00000095017	49.37	398
ENSMUSG00000095137	49.37	398
ENSMUSG00000071772	42.46	2168
ENSMUSG00000040061	51.99	16257
ENSMUSG00000094540	40.68	1145
ENSMUSG00000001105	47.18	4508
ENSMUSG00000058624	41.22	9197
ENSMUSG00000032547	44.36	10398
ENSMUSG00000025375	54.98	29978
ENSMUSG00000090555	49.27	1238
ENSMUSG00000074743	51.37	3717
ENSMUSG00000085044	40.79	381
ENSMUSG00000081439	51.41	532
ENSMUSG00000031962	54.22	2829
ENSMUSG00000086704	39.37	1185
ENSMUSG00000091902	43.2	1218
ENSMUSG00000055723	45.06	2266
ENSMUSG00000057265	41.01	3241
ENSMUSG00000087407	50.74	425
ENSMUSG00000038598	39.17	6964
ENSMUSG00000055110	41.47	2094
ENSMUSG00000027435	47.43	6675
ENSMUSG00000086799	46.78	752
ENSMUSG00000029188	46.74	8503
ENSMUSG00000091307	42.39	1219
ENSMUSG00000061143	45.79	8309
ENSMUSG00000056359	44.97	335
ENSMUSG00000095895	52.08	335
ENSMUSG00000069206	40.3	8741
ENSMUSG00000089854	45.46	1292
ENSMUSG00000082917	53.51	526
ENSMUSG00000039616	46.24	2869
ENSMUSG00000040466	46.23	3721
ENSMUSG00000090232	44.2	596
ENSMUSG00000083876	53.55	408
ENSMUSG00000089868	44.05	335
ENSMUSG00000030754	39.19	3293
ENSMUSG00000026768	40.45	14631
ENSMUSG00000002076	44.55	4059
ENSMUSG00000094597	45.24	1376
ENSMUSG00000086432	49.55	1992
ENSMUSG00000018654	44.22	12964
ENSMUSG00000079382	40.68	283
ENSMUSG00000050323	46.37	4174
ENSMUSG00000090658	41.74	1573
ENSMUSG00000082806	57.49	667
ENSMUSG00000025271	40.62	9199
ENSMUSG00000031820	51.26	1583
ENSMUSG00000074603	48.41	1319
ENSMUSG00000054745	63.11	308
ENSMUSG00000059839	39.8	3739
ENSMUSG00000092040	43.15	1150
ENSMUSG00000013629	52.38	27597
ENSMUSG00000080791	53.93	457
ENSMUSG00000044167	44.24	5549
ENSMUSG00000093753	49.46	738
ENSMUSG00000020062	39.63	5306
ENSMUSG00000048248	71.05	445
ENSMUSG00000035171	42.03	6251
ENSMUSG00000085628	44.26	631
ENSMUSG00000067798	47.96	388
ENSMUSG00000055200	51.11	1322
ENSMUSG00000080158	47.03	875
ENSMUSG00000082353	43.8	572
ENSMUSG00000096536	44.26	548
ENSMUSG00000095692	44.44	548
ENSMUSG00000046295	55.87	8712
ENSMUSG00000084795	48.95	2114
ENSMUSG00000074841	43.76	536
ENSMUSG00000030751	39.43	3683
ENSMUSG00000008384	55.83	1595
ENSMUSG00000036992	47.04	2067
ENSMUSG00000055763	45.63	1568
ENSMUSG00000092075	47.17	1283
ENSMUSG00000071294	43.48	551
ENSMUSG00000095847	48.19	578
ENSMUSG00000034295	44.32	5381
ENSMUSG00000035569	45.75	28238
ENSMUSG00000071291	41.01	6106
ENSMUSG00000086199	44.8	4107
ENSMUSG00000044951	41.31	8045
ENSMUSG00000024163	49.38	59371
ENSMUSG00000034435	49.85	3281
ENSMUSG00000091573	46.4	1268
ENSMUSG00000073174	45.38	876
ENSMUSG00000081687	50.7	429
ENSMUSG00000078821	46.12	3516
ENSMUSG00000069622	48.67	1125
ENSMUSG00000032115	51.04	22829
ENSMUSG00000091373	52.14	762
ENSMUSG00000019087	47.37	10067
ENSMUSG00000021108	45.43	6573
ENSMUSG00000059743	50.79	1231
ENSMUSG00000032548	48.15	4019
ENSMUSG00000060317	41.17	4341
ENSMUSG00000086687	41.81	537
ENSMUSG00000068697	47.57	1288
ENSMUSG00000008932	50.38	4880
ENSMUSG00000053198	49.65	18587
ENSMUSG00000081348	44.95	575
ENSMUSG00000028381	42.62	6089
ENSMUSG00000034729	48.85	15035
ENSMUSG00000022571	51	1347
ENSMUSG00000040506	41.28	29132
ENSMUSG00000039987	39.6	12730
ENSMUSG00000030671	36.67	7755
ENSMUSG00000041624	37.89	5265
ENSMUSG00000022800	39.33	14232
ENSMUSG00000075402	49.23	2303
ENSMUSG00000005674	52.47	12689
ENSMUSG00000022570	54.65	1300
ENSMUSG00000081010	41.98	473
ENSMUSG00000091553	47.65	1224
ENSMUSG00000092304	53.17	251
ENSMUSG00000085514	48.2	658
ENSMUSG00000040183	46.56	22410
ENSMUSG00000035455	40.92	12074
ENSMUSG00000083495	53	416
ENSMUSG00000059475	42.52	21138
