Protein.IDs	Majority.protein.IDs	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Protein.names	Gene.names	con_0h_5	con_0h_7	con_2h_3	con_6h_1	con_6h_4	con_12h_3	con_18h_1	con_18h_4	con_24h_3	IKA_0h_5	IKA_0h_7	IKA_2h_3	IKA_6h_1	IKA_6h_4	IKA_12h_3	IKA_18h_1	IKA_18h_4	IKA_24h_3	con_0h_6	con_2h_1	con_2h_4	con_6h_3	con_12h_1	con_12h_4	con_18h_3	con_24h_1	con_24h_4	IKA_0h_6	IKA_2h_1	IKA_2h_4	IKA_6h_3	IKA_12h_1	IKA_12h_4	IKA_18h_3	IKA_24h_1	IKA_24h_4
Q9JHJ0	Q9JHJ0	4	4	4	Tropomodulin-3	Tmod3	0	0	2003472.222	4959745.677	6303606.557	0	0	0	1214947.683	0	0	3209321.267	2850281.751	1964160.777	962728.2463	0	0	1027282.492	0	0	433641.115	3540798.998	0	0	0	1054329.317	247356.6796	0	0	2666560.866	4287592.138	0	0	0	664626.3627	391538.4615
Q8BYZ1	Q8BYZ1	2	2	2	ABI gene family member 3	Abi3	0	0	381736.1111	5316434.385	3018934.426	0	0	0	0	0	0	4094660.633	3163606.415	2449381.625	0	0	0	1930912.997	0	0	375966.899	5266592.428	0	0	0	2086104.418	0	0	0	4144884.242	2838743.419	0	0	0	1156630.327	1364230.769
Q99M87	Q99M87	4	4	4	DnaJ homolog subfamily A member 3, mitochondrial	Dnaja3	1189556.277	0	1113038.194	5021658.189	2115983.607	0	0	0	2740687.593	539844.7384	0	2147918.552	1006588.643	5468233.216	1473440.428	0	0	619823.8453	3157687.991	0	717229.9652	2900979.955	0	0	0	855887.5502	1379610.895	1580222.603	289650.655	3182374.907	2603494.208	2697171.053	3480377.358	0	155139.7423	793615.3846
P63154	P63154	3	3	3	Crooked neck-like protein 1	Crnkl1	0	5741265.823	0	0	0	0	0	10152761.9	0	0	972602.546	0	0	0	0	2039826.238	11832120.33	0	5955106.622	1302211.538	0	0	1208557.377	0	7473631.841	0	0	3799571.918	0	0	0	0	542320.7547	11211251.68	0	0
Q91VX2	Q91VX2	9	9	9	Ubiquitin-associated protein 2	Ubap2	4035227.273	359625.3165	291180.5556	2291800.61	3105163.934	7721607.143	964320.6723	4826704.762	0	524951.1213	769830.2687	1204276.018	3456961.422	0	0	1504170.287	3760854.772	0	1377777.778	529487.1795	0	410678.7305	0	2084336.973	119480	63950.2008	0	89280.82192	440141.9214	3135324.869	2053276.588	0	0	2996016.151	0	149792.3077
Q80X85	Q80X85	3	3	3	28S ribosomal protein S7, mitochondrial	Mrps7	4487391.775	1150481.013	0	835395.2187	0	16454670.33	0	589464.127	0	0	0	950226.2443	565156.0468	0	1196231.593	0	0	213585.3921	3674354.658	1322532.051	510940.7666	226631.9599	2476030.445	16291840.87	3578109.453	0	0	3398202.055	825425.7642	0	162135.4861	5751661.184	9427358.491	0	180630.3271	138853.8462
P01897	P01897	9	1	1	H-2 class I histocompatibility antigen, L-D alpha chain	H2-L	0	0	0	2801714.14	16814754.1	0	0	0	0	0	0	1823144.796	4006827.048	1547871.025	0	0	0	3707583.244	0	0	465966.899	1713015.033	0	0	0	0	525073.93	0	0	1950056.012	671138.9961	1825312.5	6726037.736	0	2734667.988	0
P27641	P27641	3	3	3	X-ray repair cross-complementing protein 5	Xrcc5	5499458.874	2026632.911	0	0	0	7561291.209	1188346.891	1673861.587	0	1654341.576	2252192.362	0	0	0	0	8585914.857	4726157.676	0	7165544.332	0	0	0	2338852.459	0	0	0	0	3889297.945	0	0	0	0	0	3476409.152	0	0
P27870	P27870	8	8	8	Proto-oncogene vav	Vav1	0	2508253.165	714218.75	2078738.555	0	0	0	3984876.19	329064.275	2730419.781	627340.8769	2800723.982	241724.9675	0	2205153.949	4633046.047	0	661095.5961	3139786.756	119246.7949	1985148.084	678438.196	0	0	1836176.119	942971.8876	527055.7717	9765410.959	1452947.598	3910418.223	1031009.126	0	113922.6415	768285.3297	634156.5907	885230.7692
P13516;P13011	P13516;P13011	4;4	4;4	4;4	Acyl-CoA desaturase 1;Acyl-CoA desaturase 2	Scd1;Scd2	927380.9524	0	394062.5	78694.60834	0	0	122262.0504	0	364173.3931	499137.4353	0	983552.0362	441469.4408	0	72700.13387	0	260013.278	232464.0172	8531425.365	132512.8205	502238.676	1185030.624	273145.1991	8586349.454	3778656.716	105855.4217	357966.2776	9767123.288	1387336.245	8102688.574	775531.7655	0	118798.1132	191040.9152	300360.7532	159946.1538
Q91V76	Q91V76	3	3	3	Ester hydrolase C11orf54 homolog		18484848.48	0	0	2510396.745	3145983.607	0	0	0	0	0	0	1427579.186	1404286.953	2333295.053	0	0	0	599132.116	0	0	501297.9094	1389106.347	0	0	1527333.333	0	0	1652054.795	0	1634372.666	1208139.698	0	0	0	306814.668	388423.0769
Q8VCB1	Q8VCB1	4	4	4	Nucleoporin NDC1	Ndc1	0	27222.78481	1275312.5	0	8594262.295	0	0	1063701.587	1168980.568	305894.1921	90799.15134	3261108.597	3046957.087	1225621.908	1402095.047	837548.2189	359299.1701	1345993.555	99551.06622	0	254837.9791	2530264.477	0	0	0	2273734.94	2989779.507	0	261648.4716	4686575.803	3050333.45	988371.7105	1092849.057	292224.7645	882140.7334	623884.6154
P21958	P21958	4	4	4	Antigen peptide transporter 1	Tap1	0	0	1503159.722	0	3500000	5314601.648	1001655.126	0	2399402.093	0	409674.6818	1191040.724	1160819.246	1877659.011	0	15876177.24	6786601.66	251462.9431	0	1193814.103	269634.1463	485295.1002	1090326.698	3205616.225	1462494.527	1294570.281	922791.1803	0	0	824383.8686	1746542.647	0	0	7181461.642	0	0
P07607	P07607	7	7	7	Thymidylate synthase	Tyms	0	0	0	14187131.23	1905573.77	0	0	0	912035.8744	0	0	6271628.959	2516176.853	0	0	0	0	686994.6294	0	0	0	4764448.775	2815175.644	0	0	0	0	0	0	4752109.783	1264885.925	467735.1974	0	0	628114.9653	76973.07692
Q9EQI8	Q9EQI8	4	4	4	39S ribosomal protein L46, mitochondrial	Mrpl46	1545941.558	0	1411736.111	11953611.39	18079508.2	0	0	0	1573811.659	1177688.327	0	0	387345.0368	4460848.057	658792.5033	0	4851182.573	656506.9817	0	919198.7179	162747.3868	2742764.477	0	0	4365870.647	1049028.112	871242.5422	0	0	0	80888.73289	0	0	0	587258.672	293030.7692
Q8BW10	Q8BW10	3	3	3	RNA-binding protein NOB1	Nob1	1640097.403	5815189.873	0	789877.4161	4400983.607	0	0	0	0	867050.0288	0	2552850.679	2641079.324	1266665.194	2821419.009	0	0	128807.7336	1631200.898	0	0	2099963.808	0	0	0	0	0	0	0	4426960.418	2117988.768	1832368.421	5216415.094	0	247389.4945	196365.3846
Q9Z2D8	Q9Z2D8	4	4	4	Methyl-CpG-binding domain protein 3	Mbd3	0	0	1722586.806	7652939.98	10187704.92	0	0	0	598828.1016	0	0	2827466.063	2163907.672	5506077.739	0	0	0	1289881.847	0	0	1586419.861	2471673.163	0	0	0	990730.9237	513629.0532	0	0	3251941.748	3280063.18	0	0	0	759770.0694	557269.2308
Q7TMY8	Q7TMY8	5	5	5	E3 ubiquitin-protein ligase HUWE1	Huwe1	0	47630.37975	1788541.667	282947.1007	25528688.52	0	0	1176939.683	1748161.435	311868.8902	181145.686	3258936.652	1232739.489	3131934.629	705001.3387	1088444.831	0	765671.3212	0	0	995331.0105	306719.3764	824188.5246	159640.7176	126826.6667	818506.0241	948285.3437	0	403471.6157	3531497.386	1167623.728	0	1916037.736	0	172447.9683	440269.2308
Q8CHT0	Q8CHT0	7	7	7	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	Aldh4a1	3689069.264	3729772.152	1166857.639	800954.2218	7515327.869	7510824.176	2343200	0	1046672.646	3702587.694	0	1720180.995	406356.7404	1846121.908	369376.1714	0	2325655.602	382290.0107	1412345.679	587211.5385	552203.8328	953457.6837	2941018.735	4452854.914	2626534.328	519020.0803	569691.31	0	356844.9782	1244921.583	555259.7403	516620.0658	655716.9811	0	285391.4767	141884.6154
P15530	P15530	2	2	2	B-cell antigen receptor complex-associated protein beta chain	Cd79b	3002272.727	0	0	0	0	2808475.275	6875193.277	4792825.397	859778.7743	0	0	1435520.362	860279.5839	0	671515.3949	0	6233074.689	1552223.416	4710213.244	3135288.462	833022.6481	830075.167	0	5651700.468	9340019.9	1846104.418	1139195.85	0	1022587.336	0	1106670.762	1795279.605	1918679.245	8303445.491	480388.5035	499961.5385
P30282	P30282	5	5	5	G1/S-specific cyclin-D3	Ccnd3	4510443.723	12103291.14	0	0	0	0	2898830.252	17423200	0	0	2264922.207	0	0	0	0	0	1778506.224	0	6950617.284	0	0	0	0	0	11582975.12	0	0	0	0	0	0	0	0	4118000	0	0
P59017	P59017	3	3	3	Bcl-2-like protein 13	Bcl2l13	1666179.654	2650430.38	0	938718.2096	138770.4918	0	0	5496926.984	0	0	860014.1443	278585.9729	0	0	0	12344778.45	5594112.033	0	4373456.79	0	298980.8362	549518.3742	2860772.834	0	5942547.264	349092.3695	0	0	2798580.786	607001.4937	0	0	0	13186998.65	200380.5748	71700
Q9CR21	Q9CR21	2	2	2	Acyl carrier protein, mitochondrial	Ndufab1	11781926.41	6943797.468	0	23860.52899	0	4601263.736	0	0	259001.4948	0	0	0	460002.1673	0	0	0	0	0	2701346.801	0	0	58988.86414	0	0	0	0	0	11059075.34	0	0	1501746.227	0	1576924.528	0	0	0
Q9JJY4	Q9JJY4	4	4	4	Probable ATP-dependent RNA helicase DDX20	Ddx20	3976298.701	5569113.924	367777.7778	1338468.973	5148360.656	0	1861673.277	13977815.87	376215.2466	3383726.279	0	524877.8281	0	1638277.385	0	0	0	0	4449102.132	902628.2051	274207.3171	704420.9354	882485.9485	8425897.036	7762477.612	0	0	3163099.315	1012893.013	963181.4787	0	0	950037.7358	0	0	0
Q80Y14	Q80Y14	3	3	3	Glutaredoxin-related protein 5, mitochondrial	Glrx5	1143939.394	0	422604.1667	6097777.213	1988524.59	0	0	0	1113638.266	634905.1179	0	4013552.036	2563558.734	614808.3039	5447724.23	4221452.65	0	235205.1557	0	1965224.359	0	3730013.92	539373.5363	360237.1295	0	134059.4378	483818.4176	0	3591266.376	0	2072848.368	4766546.053	10044716.98	0	488848.3647	1564230.769
Q9EQ06	Q9EQ06	2	2	2	Estradiol 17-beta-dehydrogenase 11	Hsd17b11	1491504.329	341762.0253	2063888.889	3746658.189	1074098.361	0	0	0	3391569.507	481184.5888	0	2751787.33	2411244.04	0	4107108.434	0	0	1407690.655	542777.7778	0	1450060.976	3549885.857	0	0	0	3198714.859	2125447.471	2490496.575	0	2338050.784	2766721.657	2241069.079	3762830.189	0	1987631.318	1088115.385
O08915	O08915	1	1	1	AH receptor-interacting protein	Aip	0	0	646406.25	5028575.788	7936229.508	0	0	0	0	0	0	4035882.353	3917663.632	5145053.004	0	0	0	922792.696	0	0	1179277.003	3582778.396	0	0	0	0	488964.9805	0	0	4548170.276	2460047.385	3108223.684	0	0	652733.3994	1010384.615
Q8BZN6	Q8BZN6	7	7	7	Dedicator of cytokinesis protein 10	Dock10	884199.1342	0	1114357.639	9469328.586	2361393.443	12426373.63	0	2037070.476	1527055.306	0	0	3246447.964	2806105.332	836213.7809	0	0	0	347402.7927	0	0	582543.554	4105320.156	2728618.267	5340920.437	0	1031566.265	636856.0311	0	0	2137303.958	1714828.01	501259.8684	0	0	338917.7403	340434.6154
O08539	O08539	5	5	5	Myc box-dependent-interacting protein 1	Bin1	0	0	1404444.444	9691556.46	655172.1311	0	0	0	2637369.208	0	1304908.062	3515701.357	1110895.102	5794867.491	985729.585	2090418.766	0	629276.0473	5307968.575	0	746027.8746	3546478.285	4855456.674	0	0	718473.8956	0	0	0	4448188.947	1037632.503	0	779679.2453	0	453811.6947	180092.3077
Q80Y81	Q80Y81	2	2	2	Zinc phosphodiesterase ELAC protein 2	Elac2	0	174992.4051	0	0	1843934.426	378185.4396	8616557.983	19042044.44	0	672455.4342	807227.7228	1371040.724	0	1506422.261	0	0	0	0	132362.514	120548076.9	0	250286.1915	4285878.22	283014.0406	0	0	0	4215068.493	473165.9389	0	290014.391	0	0	0	0	0
P28271	P28271	2	2	2	Cytoplasmic aconitate hydratase	Aco1	0	0	0	1122639.878	2395573.77	0	0	0	214098.6547	0	0	1230203.62	115555.0498	1291309.187	0	0	0	203798.0666	0	0	212605.4007	1128521.715	0	0	0	158870.6827	166360.5707	0	0	902408.5138	103572.3061	95978618.42	0	0	83377.60159	71073.07692
Q9CXE7	Q9CXE7	5	5	5	Transmembrane emp24 domain-containing protein 5	Tmed5	0	0	2077256.944	3474277.721	14192622.95	0	0	0	1572137.519	0	2499575.672	1668257.919	2349640.225	2608568.905	1126623.829	4013337.967	4641564.315	295200.8593	0	0	1058649.826	2453215.479	0	0	0	1011887.55	1854215.305	1644777.397	50103.71179	0	1965979.291	3126134.868	3937358.491	0	0	260392.3077
Q91VY9	Q91VY9	2	2	2	Zinc finger protein 622	Znf622	493360.3896	0	0	9269582.909	0	16536263.74	0	0	0	0	0	8045701.357	3380472.475	0	0	0	1193007.054	0	0	9390705.128	0	0	20161943.79	0	1338270.647	0	0	0	2329912.664	0	0	0	0	0	0	0
Q9CX13	Q9CX13	1	1	1	Protein cornichon homolog 4	Cnih4	0	0	2022569.444	6091291.963	0	0	0	0	2360059.791	0	0	6694547.511	4614390.984	0	515792.5033	0	0	1043265.306	0	0	435836.2369	5531625.835	0	0	0	2322088.353	2897639.429	0	0	0	3808441.558	369495.0658	1004169.811	0	1509217.047	621461.5385
Q9CX00	Q9CX00	3	3	3	IST1 homolog	Ist1	2210822.511	4513265.823	0	0	253754.0984	0	0	16451009.52	0	1681426.107	0	0	0	0	0	0	6626921.162	0	11558361.39	0	0	0	0	3880202.808	2487796.02	0	0	11197773.97	1431877.729	0	0	0	0	1187633.917	0	0
O08663	O08663	7	7	7	Methionine aminopeptidase 2	Metap2	1665367.965	0	0	6606566.633	1423278.689	0	0	0	0	0	0	5932262.443	3969245.774	0	0	0	1890414.938	304378.0881	0	0	0	5947633.63	0	0	0	0	0	0	0	2826867.065	4204650.755	399383.2237	0	0	0	274023.0769
Q8BGB5	Q8BGB5	1	1	1	LIM domain-containing protein 2	Limd2	2493668.831	0	518802.0833	4667822.991	1852049.18	0	0	564128.254	0	971535.3652	0	2022488.688	645992.6311	4810159.011	2344016.064	12732788.88	8523713.693	538182.5994	1087317.621	0	0	1280347.996	0	0	2862718.408	0	0	2348458.904	441189.9563	2333121.733	1698627.589	4903684.211	0	0	341018.8305	0
P70698	P70698	5	5	5	CTP synthase 1	Ctps1	4107738.095	3815696.203	1681562.5	8477171.923	3720163.934	6590480.769	5386689.076	9483644.444	1673064.275	0	0	1353325.792	0	7206378.092	0	0	0	286754.0279	762177.3288	0	1008527.875	3585996.659	3153161.593	0	2687679.602	1653333.333	437405.9663	0	0	1627651.232	133153.7382	0	0	0	171821.6056	255107.6923
P62077	P62077	2	2	2	Mitochondrial import inner membrane translocase subunit Tim8 B	Timm8b	1046969.697	3749772.152	0	0	0	3778681.319	0	9964584.127	0	2125244.393	4718246.11	0	0	0	0	6041574.283	4216672.199	0	6360830.527	877371.7949	0	0	2838103.044	2185070.203	0	0	0	0	3655021.834	0	0	1005251.645	811830.1887	12529717.36	0	0
P33174	P33174	4	4	4	Chromosome-associated kinesin KIF4	Kif4	2045779.221	756607.5949	0	697475.5849	0	9330054.945	2157600	6558603.175	0	15316.27372	424865.6294	462291.8552	1221723.017	0	0	11181755	8437917.012	0	2161672.278	0	0	412562.3608	1131673.302	11837441.5	4920189.055	0	0	0	0	0	1324734.995	1199343.75	0	7750220.727	0	165561.5385
P35279;P61294	P35279;P61294	4;3	3;2	3;2	Ras-related protein Rab-6A;Ras-related protein Rab-6B	Rab6a;Rab6b	1217153.68	8471898.734	0	1377985.758	0	1872568.681	0	3052125.714	0	5193214.491	0	0	124574.5557	0	0	0	684063.0705	0	12051627.38	5348076.923	0	0	3120058.548	1623675.507	0	0	0	4269691.781	93652.83843	0	0	0	0	2108998.654	0	0
P61961	P61961	3	3	3	Ubiquitin-fold modifier 1	Ufm1	0	0	0	3545183.113	0	0	0	0	0	0	0	7721945.701	6408344.17	0	0	0	0	0	0	0	1868806.62	5188028.953	0	0	0	0	0	0	162914.8472	3196713.966	4838943.489	1793253.289	0	0	0	0
Q9JJ00	Q9JJ00	2	2	2	Phospholipid scramblase 1	Plscr1	7424783.55	3967088.608	219184.0278	437745.6765	0	10251304.95	6472020.168	0	0	3072742.956	0	729434.3891	661614.6511	0	0	0	0	60782.81418	8052749.719	0	291559.2334	313354.6771	0	6348939.158	9094169.154	0	282677.0428	0	2877183.406	0	164244.8227	294322.3684	2615471.698	0	90164.51933	63896.15385
P27612	P27612	4	4	4	Phospholipase A-2-activating protein	Plaa	5181547.619	3522734.177	0	0	0	7174931.319	2586312.605	13630920.63	0	2698217.366	2408203.678	0	0	0	0	6873730.669	0	0	3436700.337	1066314.103	0	215533.686	4105035.129	9775070.203	4187542.289	0	0	5243407.534	82692.13974	0	0	0	1156075.472	3216072.678	0	0
Q3TIX9	Q3TIX9	6	6	6	U4/U6.U5 tri-snRNP-associated protein 2	Usp39	0	0	1064340.278	7049898.271	0	0	0	0	2502002.99	0	0	4224773.756	5715669.701	4197137.809	0	0	0	1500580.021	0	0	486454.7038	3809476.615	0	0	1061284.577	1864578.313	1551439.689	0	28755.45852	0	4132151.632	5211430.921	2053584.906	0	989573.8355	1150846.154
Q8BTY2	Q8BTY2	4	4	4	Sodium bicarbonate cotransporter 3	Slc4a7	0	0	1389427.083	8245778.23	4424262.295	2943557.692	0	0	1551210.762	0	0	6646764.706	1830760.728	4402279.152	0	0	0	244683.1364	0	0	1022404.181	1702461.024	0	0	0	1875341.365	2392529.183	1629880.137	0	6335511.576	2855928.396	0	0	0	539940.5352	743692.3077
Q7TME2	Q7TME2	2	2	2	Sperm-associated antigen 5	Spag5	0	1991189.873	0	0	0	11800521.98	1743821.176	291937.0159	0	2374870.615	1833663.366	0	0	0	0	25085629.89	14113734.44	0	977721.6611	0	0	0	1763864.169	2042636.505	2727125.373	0	0	1178681.507	0	0	0	0	150833.9623	5712180.35	0	0
Q8BHS3	Q8BHS3	4	4	4	Pre-mRNA-splicing factor RBM22	Rbm22	2249512.987	3097721.519	287395.8333	1721703.967	0	0	2025613.445	0	2163826.607	2807418.056	0	1780452.489	0	1477212.898	0	11396420.5	2058518.672	409495.1665	3544444.444	514230.7692	1634372.822	1431653.675	1696756.44	5457613.105	2851753.234	1392771.084	1281660.182	1653082.192	3120742.358	522641.8969	845852.9309	1098100.329	0	3496314.939	361855.3023	261934.6154
P46062	P46062	5	5	5	Signal-induced proliferation-associated protein 1	Sipa1	6527056.277	1059037.975	254201.3889	584614.9542	7225901.639	1604972.527	0	11855568.25	776370.7025	3096952.271	812248.9392	1760022.624	672889.0334	896945.2297	1162834.003	0	0	186715.3598	5316386.083	0	122681.1847	672332.9621	96988.05621	6300031.201	9966766.169	104070.6827	185805.4475	3205222.603	0	1900205.377	901375.9214	0	214358.4906	0	109137.7602	115911.5385
O08997	O08997	2	2	2	Copper transport protein ATOX1	Atox1	0	0	1608142.361	9319735.504	0	0	0	0	0	0	0	5435972.851	11751517.12	0	0	0	0	2168163.265	0	0	0	0	0	0	0	0	0	0	0	0	3579308.529	2168338.816	2923207.547	0	897205.1536	0
Q8BGS0	Q8BGS0	4	4	4	Protein MAK16 homolog	Mak16	0	0	0	5131907.426	11690983.61	0	0	0	0	0	0	3031289.593	1153413.524	2644761.484	0	0	0	833624.0602	476043.771	0	641472.1254	5141174.833	1657084.309	0	0	341060.241	887066.1479	0	0	9808252.427	2128013.338	0	0	0	374771.0605	490384.6154
P39054;Q8BZ98;P39053	P39054	7;2;1	7;2;1	7;2;1	Dynamin-2	Dnm2	0	907949.3671	1668611.111	7781693.795	5882868.852	0	0	0	1634559.043	0	3467609.618	4764162.896	1387964.889	3393392.226	373955.8233	0	0	1458560.687	876543.2099	0	869268.2927	5888001.114	0	0	0	1342955.823	1643579.767	5151626.712	170491.2664	1268726.662	1621354.861	293725.3289	0	0	1103191.278	1360615.385
Q8BH43;Q8R5H6	Q8BH43	8;1	8;1	8;1	Wiskott-Aldrich syndrome protein family member 2	Wasf2	1859577.922	1777012.658	1153923.611	4227863.683	0	0	0	5023352.381	0	6215641.173	0	1880769.231	2088855.657	0	1089220.884	0	0	0	0	1301250	1583963.415	2385726.615	6669039.813	0	15788407.96	0	127927.3671	4272345.89	804301.31	1887938.76	2232704.458	0	1967735.849	1397308.21	301454.9058	82053.84615
Q01730	Q01730	7	7	7	Ras suppressor protein 1	Rsu1	463506.4935	0	3562152.778	1080961.343	1784016.393	1052826.923	1489264.538	0	4417100.149	0	0	2177647.059	1483944.517	3004134.276	0	0	0	1303200.859	0	0	2288205.575	2403095.768	0	0	0	3479036.145	3443009.079	2649058.219	220971.6157	10785100.82	2975149.175	664957.2368	4519245.283	0	1144737.364	896038.4615
Q3THK3	Q3THK3	4	4	4	General transcription factor IIF subunit 1	Gtf2f1	3505735.931	2136050.633	1326458.333	4787065.107	0	3607637.363	2955173.109	15439047.62	0	1178780.909	2055445.545	2483212.67	0	0	1409619.813	5573139.878	7233514.523	445679.9141	0	387756.4103	0	2092580.735	9814730.679	0	8579671.642	0	506728.9235	2182448.63	811986.8996	2499925.317	0	1124261.513	507773.5849	849938.0888	0	439153.8462
Q9D478	Q9D478	1	1	1	Outer dense fiber protein 2-like	Odf2l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27003928.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17697415.88	0	0
Q07802;O08791;O08792;Q8K4J2	Q07802;O08791	6;4;2;1	6;4;2;1	6;4;2;1	Transcription factor COE1;Transcription factor COE3	Ebf1;Ebf3	0	2411341.772	969930.5556	6245295.015	6449508.197	6845384.615	1833365.378	1132012.698	0	1095629.672	0	1505769.231	3463630.256	1617402.827	2194551.539	0	0	503450.0537	0	0	0	4566714.922	6419156.909	1166085.803	0	0	249463.035	0	0	3024925.317	1345231.66	2591513.158	1074698.113	0	322854.3112	422153.8462
Q9JHU9	Q9JHU9	7	7	7	Inositol-3-phosphate synthase 1	Isyna1	6522727.273	1280759.494	0	6989196.338	4313442.623	0	2736235.294	0	0	0	0	1576561.086	2081707.846	0	937827.3092	0	0	0	2858417.508	0	0	797655.902	0	0	4864497.512	0	0	0	0	1484764.75	1004008.424	0	0	14549959.62	0	166076.9231
P33610	P33610	7	7	7	DNA primase large subunit	Prim2	0	2278278.481	0	6866063.072	0	5539890.11	42725042.02	5732609.524	1001901.345	0	0	1223755.656	5804096.229	1544266.784	279594.3775	0	0	0	999046.0157	0	0	1046739.978	1109183.841	4293775.351	0	0	391667.9637	836061.6438	0	0	964327.8343	0	0	0	0	113884.6154
Q9ESW4	Q9ESW4	3	3	3	Acylglycerol kinase, mitochondrial	Agk	0	0	1177829.861	6684908.444	0	0	0	0	4539551.57	0	0	5703325.792	3535108.366	2368586.572	806740.2945	0	0	2619291.085	0	0	1352221.254	6492371.938	0	0	0	4033895.582	2845032.425	0	84717.24891	876979.0889	2835073.71	402675.9868	2785283.019	0	2436551.041	1738000
Q9JMG1	Q9JMG1	5	5	5	Endothelial differentiation-related factor 1	Edf1	0	0	3159722.222	0	0	0	0	0	0	0	0	5103461.538	0	5442252.65	4953534.137	0	471978.0083	656292.159	0	0	1920783.972	2064278.953	0	0	0	1258971.888	1445188.067	0	29030.56769	10458551.16	6014443.664	3655328.947	7850188.679	0	1183825.57	753423.0769
Q8R2T8	Q8R2T8	4	4	4	General transcription factor 3C polypeptide 5	Gtf3c5	0	0	0	4775651.068	4227950.82	0	0	0	0	0	0	3466900.452	4915041.179	2675998.233	2148460.509	3941379.67	0	1413705.693	771997.7553	0	0	3823438.196	0	0	0	1158618.474	536093.3852	0	0	3241691.561	4186451.386	0	4130377.358	0	409450.9415	1515269.231
Q9Z2P8	Q9Z2P8	1	1	1	Vesicle-associated membrane protein 5	Vamp5	1837987.013	0	2940104.167	3579944.049	2897540.984	0	0	0	3019192.825	0	0	4170067.873	3293961.855	2541740.283	3116372.155	0	0	363291.0849	1301066.218	0	2208763.066	4024816.258	0	0	0	3151967.871	2068793.774	0	460578.6026	3982953.697	3502035.802	621011.5132	1032981.132	0	734216.0555	908384.6154
Q8C0I1	Q8C0I1	4	4	4	Alkyldihydroxyacetonephosphate synthase, peroxisomal	Agps	2996049.784	0	884392.3611	0	0	5320947.802	1025849.412	8493777.778	1640538.117	0	1497595.474	0	0	2137314.488	419281.1245	14012719.37	15915103.73	976670.247	0	465512.8205	694390.2439	0	0	2232948.518	4031432.836	910265.0602	1179662.776	0	0	0	0	0	645301.8868	16535074.02	379028.7413	312211.5385
Q6P9R2	Q6P9R2	4	4	4	Serine/threonine-protein kinase OSR1	Oxsr1	0	193129.1139	703906.25	1799181.078	0	5029478.022	1583019.832	0	0	792409.4307	2588118.812	2777714.932	2669007.369	0	0	12784187.66	6991045.643	653894.7368	0	195092.9487	693344.9477	2264852.45	0	14878486.74	343267.6617	809815.261	294277.5616	2773458.904	1175982.533	0	1616044.226	0	0	4332514.132	554267.5917	964000
Q7TNE3	Q7TNE3	5	5	5	Sperm-associated antigen 7	Spag7	781277.0563	1198987.342	4802777.778	0	14144262.3	2399299.451	0	2030110.476	2615964.126	0	0	2633823.529	421757.694	10326598.94	0	0	0	0	0	0	1658362.369	3498866.927	0	0	1159220.896	5440642.57	0	0	0	11103808.81	0	0	0	0	0	258338.4615
P47802	P47802	4	4	4	Metaxin-1	Mtx1	0	0	2134027.778	3377604.273	2195000	1492494.505	0	2069182.222	2924245.142	0	0	3190045.249	2208820.98	5171784.452	4368781.794	0	0	2017787.325	0	252541.6667	1450479.094	2869791.203	968296.2529	1477723.869	0	2464738.956	1090946.822	977654.1096	1021266.376	3633719.193	3708792.559	2958782.895	4507924.528	1779577.389	1531417.245	1792846.154
Q8BUN5;Q9JIW5;Q62432	Q8BUN5	3;1;1	3;1;1	3;1;1	Mothers against decapentaplegic homolog 3	Smad3	216250	0	2244618.056	5436022.38	2522377.049	0	0	0	2562630.792	0	0	4557828.054	4608127.438	4519266.784	4302369.478	0	0	1269001.074	0	297612.1795	1433310.105	2827859.131	0	0	0	2596465.863	1231024.643	0	450000	3101157.58	3620182.52	1849555.921	3247924.528	0	1294747.275	1224807.692
Q3U1G5	Q3U1G5	3	3	3	Interferon-stimulated 20 kDa exonuclease-like 2	Isg20l2	1108928.571	1367797.468	1461128.472	522391.1495	326573.7705	7685343.407	0	2910900.317	1104884.903	0	0	638450.2262	1186094.495	498166.0777	0	9097483.927	11248871.37	0	1484680.135	0	534747.3868	1281105.234	0	17170982.84	0	480289.1566	362542.153	1255565.068	0	688162.8081	800921.3759	0	0	11020780.62	0	288534.6154
O88508	O88508	6	6	6	DNA (cytosine-5)-methyltransferase 3A	Dnmt3a	160838.7446	380526.5823	842569.4444	2069832.146	2762540.984	10943942.31	0	3458162.54	2552705.531	0	1486421.499	176124.4344	2674939.315	552259.7173	357875.502	15249313.64	320167.2199	1327175.081	326588.1033	0	290435.5401	3243961.581	0	9277581.903	0	1501220.884	986832.6848	0	0	2162285.288	1401619.867	897368.4211	414754.717	2869087.483	459314.1724	311084.6154
